id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
867821,CA,INDIVIDUAL,1 year,DACM Project Management,B,MORTGAGE,2021-09-11,2021-05-14,2021-05-14,Fully Paid,2021-06-14,1066059,Credit Card,B5,60 months,Verified,128000.00,0.1604,449.80,0.1199,28000.00,37,25332.00
559499,RI,INDIVIDUAL,10+ years,Hewlett Packard,B,MORTGAGE,2021-08-10,2021-05-16,2021-06-13,Fully Paid,2021-07-13,720224,Credit Card,B3,60 months,Verified,55000.00,0.1255,327.04,0.1112,15000.00,21,18645.00
655264,IL,INDIVIDUAL,10+ years,Chicago Public Schools,B,MORTGAGE,2021-01-11,2021-11-13,2021-11-13,Fully Paid,2021-12-13,838062,Credit Card,B4,60 months,Verified,76000.00,0.1331,237.75,0.1074,11000.00,27,13526.00
893788,FL,INDIVIDUAL,10+ years,ecolab,B,MORTGAGE,2021-10-11,2021-02-16,2021-11-15,Fully Paid,2021-12-15,1110944,Credit Card,B5,60 months,Verified,51600.00,0.2458,94.90,0.1269,4200.00,33,5625.00
601119,IL,INDIVIDUAL,3 years,CS STARS LLC,B,MORTGAGE,2021-10-10,2021-09-13,2021-09-13,Fully Paid,2021-10-13,771393,Credit Card,B4,60 months,Verified,180000.00,0.1964,424.85,0.0999,20000.00,29,24341.00
996273,VA,INDIVIDUAL,9 years,"M.C. Dean, Inc.",B,MORTGAGE,2021-11-11,2021-06-13,2021-06-13,Fully Paid,2021-07-13,1220894,Credit Card,B4,60 months,Verified,96575.00,0.2143,471.61,0.1242,21000.00,24,24646.00
601131,TX,INDIVIDUAL,< 1 year,Total Immersion Software,B,MORTGAGE,2021-11-10,2021-07-15,2021-07-15,Fully Paid,2021-08-15,771407,Credit Card,B3,60 months,Verified,100000.00,0.1775,276.95,0.0962,20000.00,22,16596.00
526810,CO,INDIVIDUAL,< 1 year,VMware,B,MORTGAGE,2021-06-10,2021-10-15,2021-06-15,Fully Paid,2021-07-15,681489,Credit Card,B4,60 months,Verified,83000.00,0.0915,274.85,0.1149,20000.00,48,16491.00
868562,FL,INDIVIDUAL,10+ years,DOD,B,MORTGAGE,2021-09-11,2021-12-15,2021-09-15,Fully Paid,2021-10-15,1082324,Credit Card,B5,60 months,Verified,55800.00,0.1890,399.76,0.1199,20000.00,39,23691.00
610497,MO,INDIVIDUAL,10+ years,Boeing Company,B,MORTGAGE,2021-11-10,2021-12-14,2021-11-14,Fully Paid,2021-12-14,782914,Credit Card,B5,60 months,Verified,74000.00,0.2351,335.84,0.1036,24000.00,23,19932.00
824566,CA,INDIVIDUAL,4 years,State of California,B,MORTGAGE,2021-08-11,2021-11-15,2021-11-13,Fully Paid,2021-12-13,1033293,Credit Card,B4,60 months,Verified,60000.00,0.1292,439.76,0.1149,20000.00,21,24267.00
604219,RI,INDIVIDUAL,5 years,Dept of Veterans Affairs,B,MORTGAGE,2021-10-10,2021-04-16,2021-08-13,Fully Paid,2021-09-13,775220,Credit Card,B3,60 months,Verified,80263.00,0.2465,305.38,0.0962,14500.00,40,17465.00
670092,VA,INDIVIDUAL,10+ years,Department of Veterans Affairs,B,MORTGAGE,2021-02-11,2021-11-08,2021-08-11,Fully Paid,2021-09-11,856708,Credit Card,B5,60 months,Verified,108795.00,0.0389,261.57,0.1111,12000.00,35,12645.00
868972,NY,INDIVIDUAL,1 year,Montefiore Medical Center,C,MORTGAGE,2021-09-11,2021-06-15,2021-06-15,Fully Paid,2021-07-15,1082777,Credit Card,C1,60 months,Verified,100000.00,0.2196,363.97,0.1299,16000.00,40,21413.00
684880,CA,INDIVIDUAL,10+ years,Orange County Sheriff's Department,C,MORTGAGE,2021-03-11,2021-11-10,2021-09-11,Fully Paid,2021-10-11,874405,Credit Card,C1,60 months,Verified,110000.00,0.0461,506.01,0.1268,22400.00,30,23777.00
538757,CA,INDIVIDUAL,10+ years,Ramona Unified School District,C,MORTGAGE,2021-07-10,2021-08-13,2021-08-13,Fully Paid,2021-09-13,695759,Credit Card,C1,60 months,Verified,114107.00,0.1242,457.42,0.1323,20000.00,22,26174.00
826386,CA,INDIVIDUAL,10+ years,United States Postal Service,C,MORTGAGE,2021-08-11,2021-12-06,2021-06-12,Fully Paid,2021-07-12,1035256,Credit Card,C1,60 months,Verified,62544.00,0.1297,551.64,0.1299,24250.00,32,26730.00
431072,CA,INDIVIDUAL,10+ years,AES,C,MORTGAGE,2021-09-10,2021-09-13,2021-03-13,Fully Paid,2021-04-13,511482,Credit Card,C1,60 months,Verified,65700.00,0.1333,395.67,0.1323,24000.00,17,21930.00
598009,TX,INDIVIDUAL,10+ years,GE Oil & Gas,C,MORTGAGE,2021-10-10,2021-10-15,2021-11-15,Fully Paid,2021-12-15,767564,Credit Card,C1,60 months,Verified,175000.00,0.1315,571.78,0.1323,25000.00,46,34306.00
715147,DC,INDIVIDUAL,10+ years,General Services Administration,C,MORTGAGE,2021-04-11,2021-05-16,2021-04-16,Fully Paid,2021-05-16,908649,Credit Card,C1,60 months,Verified,120000.00,0.1688,352.40,0.1268,15600.00,39,21144.00
516787,CA,INDIVIDUAL,10+ years,Honeywell,C,MORTGAGE,2021-05-10,2021-11-03,2021-04-11,Fully Paid,2021-05-11,667890,Credit Card,C2,60 months,Verified,67290.00,0.0596,191.60,0.1311,8400.00,17,9267.00
642011,CA,INDIVIDUAL,10+ years,Italian Ministry of Foreign Affairs,C,MORTGAGE,2021-01-11,2021-06-15,2021-05-15,Fully Paid,2021-06-15,821778,Credit Card,C2,60 months,Verified,105000.00,0.0639,338.31,0.1261,15000.00,21,20195.00
637672,MD,INDIVIDUAL,10+ years,National Archives and Records Administra,C,MORTGAGE,2021-12-10,2021-11-05,2021-05-11,Fully Paid,2021-06-11,816836,Credit Card,C2,60 months,Verified,172000.00,0.0725,451.08,0.1261,20000.00,21,20826.00
543553,TX,INDIVIDUAL,10+ years,Campbell Soup Supply Company,C,MORTGAGE,2021-07-10,2021-09-15,2021-07-15,Fully Paid,2021-08-15,701248,Credit Card,C2,60 months,Verified,55000.00,0.1636,276.80,0.1361,12000.00,13,16608.00
766616,CA,INDIVIDUAL,10+ years,San Francisco Police Department,C,MORTGAGE,2021-05-11,2021-01-16,2021-01-16,Fully Paid,2021-02-16,967634,Credit Card,C2,60 months,Verified,126000.00,0.1308,805.17,0.1349,35000.00,34,48189.00
537245,CA,INDIVIDUAL,10+ years,IBM Corporation,C,MORTGAGE,2021-06-10,2021-12-08,2021-07-12,Fully Paid,2021-08-12,694026,Credit Card,C2,60 months,Verified,148000.00,0.1778,461.34,0.1361,20000.00,34,24645.00
803318,CA,INDIVIDUAL,10+ years,Pericom Semiconductor,C,MORTGAGE,2021-07-11,2021-02-15,2021-08-11,Fully Paid,2021-09-11,1009070,Credit Card,C2,60 months,Verified,73000.00,0.2704,530.26,0.1349,35000.00,36,23311.00
648219,VA,INDIVIDUAL,10+ years,APPTIS,C,MORTGAGE,2021-01-11,2021-04-16,2021-12-11,Fully Paid,2022-01-11,829288,Credit Card,C3,60 months,Verified,102408.00,0.0347,568.58,0.1298,25000.00,43,27791.00
544758,NV,INDIVIDUAL,3 years,Regional Transportation Commission So NV,C,MORTGAGE,2021-07-10,2021-08-14,2021-07-14,Fully Paid,2021-08-14,702684,Credit Card,C1,60 months,Verified,78000.00,0.2460,321.34,0.1323,19750.00,22,19018.00
758437,TX,INDIVIDUAL,4 years,Parkland Health & Hospital System,C,MORTGAGE,2021-05-11,2021-01-15,2021-02-15,Fully Paid,2021-03-15,958599,Credit Card,C1,60 months,Verified,285000.00,0.0473,545.96,0.1299,24000.00,39,32014.00
558966,CA,INDIVIDUAL,4 years,M86 Security,C,MORTGAGE,2021-08-10,2021-08-15,2021-08-15,Fully Paid,2021-09-15,719534,Credit Card,C2,60 months,Verified,91000.00,0.1242,524.77,0.1361,22750.00,23,31486.00
600173,MN,INDIVIDUAL,4 years,CBI Services Inc,C,MORTGAGE,2021-11-10,2021-05-16,2021-11-15,Fully Paid,2021-12-15,770313,Credit Card,C3,60 months,Verified,64800.00,0.1261,454.86,0.1298,20000.00,19,27284.00
619721,NJ,INDIVIDUAL,4 years,Interstate Connecting Components,C,MORTGAGE,2021-11-10,2021-01-14,2021-01-14,Fully Paid,2021-02-14,794304,Credit Card,C5,60 months,Verified,94000.00,0.1250,578.09,0.1372,25000.00,41,33023.00
666049,GA,INDIVIDUAL,5 years,University of Georgia,C,MORTGAGE,2021-05-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,851554,Credit Card,C1,60 months,Verified,85000.00,0.2098,362.27,0.1299,25000.00,34,20744.00
539608,MO,INDIVIDUAL,6 years,Social Security Administration,C,MORTGAGE,2021-07-10,2021-10-13,2021-10-13,Fully Paid,2021-11-13,696779,Credit Card,C2,60 months,Verified,83000.00,0.1074,530.54,0.1361,23000.00,23,29415.00
872233,CT,INDIVIDUAL,8 years,RR Donnelley,C,MORTGAGE,2021-09-11,2021-04-16,2021-03-15,Fully Paid,2021-04-15,1086417,Credit Card,C2,60 months,Verified,48000.00,0.1785,113.88,0.1349,4950.00,30,6643.00
632656,CA,INDIVIDUAL,8 years,Leviton Manufacturing Company,C,MORTGAGE,2021-12-10,2021-11-05,2021-05-11,Fully Paid,2021-06-11,810477,Credit Card,C5,60 months,Verified,94000.00,0.1072,554.97,0.1372,24000.00,21,25078.00
575753,MD,INDIVIDUAL,< 1 year,U.S. Department of Education,C,MORTGAGE,2021-09-10,2021-07-15,2021-07-12,Fully Paid,2021-08-12,740512,Credit Card,C3,60 months,Verified,115776.00,0.2481,358.18,0.1398,25000.00,30,18826.00
640339,CA,INDIVIDUAL,10+ years,COSTCO WHOLESALE,C,MORTGAGE,2021-01-11,2021-07-14,2021-06-14,Fully Paid,2021-07-14,819707,Credit Card,C1,60 months,Verified,40320.00,0.1637,357.78,0.1223,16000.00,28,20820.00
828473,CA,INDIVIDUAL,10+ years,City of Palos Verdes Estates,C,MORTGAGE,2021-07-11,2021-05-16,2021-07-15,Fully Paid,2021-08-15,1037503,Credit Card,C1,60 months,Verified,64043.28,0.2483,482.83,0.1299,21225.00,35,28519.00
1029648,IL,INDIVIDUAL,10+ years,LaSalle Pattern inc,C,MORTGAGE,2021-11-11,2021-05-16,2021-04-15,Fully Paid,2021-05-15,1259029,Credit Card,C2,60 months,Verified,98000.00,0.1772,819.30,0.1427,35000.00,41,47359.00
654161,NC,INDIVIDUAL,10+ years,ronald sykes,C,MORTGAGE,2021-01-11,2021-03-16,2021-09-15,Fully Paid,2021-10-15,836595,Credit Card,C3,60 months,Verified,56000.00,0.2115,344.61,0.1343,15000.00,34,20636.00
980270,CA,INDIVIDUAL,10+ years,Unspecified,C,MORTGAGE,2021-10-11,2021-04-16,2021-03-16,Fully Paid,2021-04-16,1203449,Credit Card,C3,60 months,Verified,50000.00,0.2167,637.38,0.1465,27000.00,24,38074.00
619389,KY,INDIVIDUAL,10+ years,U.S. Dept of Justice Bureau of Prisons,C,MORTGAGE,2021-12-10,2021-12-09,2021-08-12,Fully Paid,2021-09-12,793884,Credit Card,C5,60 months,Verified,73000.00,0.2492,376.34,0.1372,25000.00,17,19553.00
654074,LA,INDIVIDUAL,10+ years,Nimlok Louisiana,C,MORTGAGE,2021-02-11,2021-10-15,2021-10-14,Fully Paid,2021-11-14,836491,Credit Card,C5,60 months,Verified,50757.00,0.2620,408.74,0.1417,17500.00,21,23912.00
1053117,MO,INDIVIDUAL,2 years,rexam,C,MORTGAGE,2021-12-11,2021-04-16,2021-04-16,Fully Paid,2021-05-16,1284700,Credit Card,C1,60 months,Verified,24960.00,0.1264,287.56,0.1349,12500.00,18,17152.00
861295,WI,INDIVIDUAL,2 years,Internal Revenue Service,C,MORTGAGE,2021-09-11,2021-12-11,2021-11-12,Fully Paid,2021-12-12,1074183,Credit Card,C2,60 months,Verified,90000.00,0.2269,690.15,0.1349,30000.00,58,34097.00
1001323,PA,INDIVIDUAL,3 years,Point Eight Power,C,MORTGAGE,2021-11-11,2021-10-15,2021-10-15,Fully Paid,2021-11-15,1227515,Credit Card,C4,60 months,Verified,90000.00,0.2003,478.64,0.1527,20000.00,36,28214.00
967192,AZ,INDIVIDUAL,4 years,Global Water,C,MORTGAGE,2021-09-11,2021-08-15,2021-08-15,Fully Paid,2021-09-15,1187903,Credit Card,C4,60 months,Verified,102000.00,0.2185,287.19,0.1527,12000.00,16,16890.00
709595,VA,INDIVIDUAL,5 years,Appian,C,MORTGAGE,2021-03-11,2021-05-16,2021-02-16,Fully Paid,2021-03-16,902239,Credit Card,C1,60 months,Verified,114700.00,0.0593,180.72,0.1268,8000.00,10,10839.00
562670,AR,INDIVIDUAL,5 years,USA Drug,C,MORTGAGE,2021-08-10,2021-04-16,2021-05-13,Fully Paid,2021-06-13,723997,Credit Card,C2,60 months,Verified,206000.00,0.1294,576.67,0.1361,25000.00,50,32380.00
954206,MD,INDIVIDUAL,5 years,Northrop Grumman,C,MORTGAGE,2021-10-11,2021-12-13,2021-11-13,Fully Paid,2021-12-13,1174957,Credit Card,C3,60 months,Verified,71500.00,0.2142,283.28,0.1465,12000.00,37,15113.00
948489,TX,INDIVIDUAL,5 years,Medsynergies Inc,C,MORTGAGE,2021-10-11,2021-07-15,2021-06-15,Fully Paid,2021-07-15,1169440,Credit Card,C5,60 months,Verified,53920.00,0.2395,485.94,0.1596,20000.00,27,28355.00
669015,MI,INDIVIDUAL,6 years,"ValueClick, Inc.",C,MORTGAGE,2021-02-11,2021-12-09,2021-08-12,Fully Paid,2021-09-12,855426,Credit Card,C3,60 months,Verified,100000.00,0.0724,365.29,0.1343,15900.00,23,18762.00
754125,CA,INDIVIDUAL,9 years,"WELLS FARGO ADVISORS, LLC",C,MORTGAGE,2021-05-11,2021-11-15,2021-10-15,Fully Paid,2021-11-15,953818,Credit Card,C3,60 months,Verified,190000.00,0.0630,511.79,0.1399,22000.00,26,30576.00
841135,TX,INDIVIDUAL,5 years,Giveo,C,MORTGAGE,2021-08-11,2021-10-14,2021-09-14,Fully Paid,2021-10-14,1051660,Credit Card,C1,60 months,Verified,90000.00,0.0985,500.46,0.1299,22000.00,28,28702.00
628299,OH,INDIVIDUAL,10+ years,Norfolk Southern Corp.,C,MORTGAGE,2021-12-10,2021-11-13,2021-10-13,Fully Paid,2021-11-13,805098,Credit Card,C1,60 months,Verified,70000.00,0.2379,395.23,0.1223,24250.00,25,22425.00
705481,CA,INDIVIDUAL,10+ years,United States Postal Service,C,MORTGAGE,2021-03-11,2021-04-16,2021-04-16,Fully Paid,2021-05-16,897538,Credit Card,C4,60 months,Verified,55000.00,0.1536,115.83,0.1380,5000.00,26,6949.00
1057113,CA,INDIVIDUAL,4 years,sonoma county water agency,C,MORTGAGE,2021-12-11,2021-05-16,2021-02-13,Fully Paid,2021-03-13,1288668,Credit Card,C3,60 months,Verified,106000.00,0.0715,590.17,0.1465,25000.00,44,28941.00
631370,VA,INDIVIDUAL,9 years,DMME,C,MORTGAGE,2021-12-10,2021-01-16,2021-10-11,Fully Paid,2021-11-11,808826,Credit Card,C3,60 months,Verified,115000.00,0.2335,181.95,0.1298,8000.00,55,8818.00
709231,DC,INDIVIDUAL,1 year,American Petroleum Institute,C,MORTGAGE,2021-03-11,2021-09-15,2021-09-15,Fully Paid,2021-10-15,901827,Credit Card,C4,60 months,Verified,185000.00,0.0413,579.12,0.1380,25000.00,31,34166.00
821601,AR,INDIVIDUAL,10+ years,Unspecified,C,MORTGAGE,2021-07-11,2021-05-16,2021-10-15,Fully Paid,2021-11-15,1029963,Credit Card,C4,60 months,Verified,69600.00,0.1995,592.00,0.1479,25000.00,24,35162.00
1034285,CA,INDIVIDUAL,10+ years,JB Hunt Transport,C,MORTGAGE,2021-12-11,2021-05-16,2021-10-15,Fully Paid,2021-11-15,1263880,Credit Card,C5,60 months,Verified,60000.00,0.2354,485.94,0.1596,20000.00,22,28550.00
838087,CA,INDIVIDUAL,5 years,KTVU-TV,C,MORTGAGE,2021-08-11,2021-05-14,2021-04-14,Fully Paid,2021-05-14,1048141,Credit Card,C3,60 months,Verified,75000.00,0.0568,488.53,0.1399,21000.00,14,27246.00
566740,AR,INDIVIDUAL,6 years,Unspecified,C,MORTGAGE,2021-08-10,2021-12-12,2021-12-12,Fully Paid,2022-01-12,729059,Credit Card,C3,60 months,Verified,200000.00,0.1370,350.62,0.1398,25000.00,41,19027.00
740532,MA,INDIVIDUAL,6 years,Martignetti Corp,C,MORTGAGE,2021-05-11,2021-05-16,2021-03-16,Fully Paid,2021-04-16,938263,Credit Card,C4,60 months,Verified,130000.00,0.1716,568.32,0.1479,24000.00,39,34090.00
528562,MA,INDIVIDUAL,6 years,KM Kelly,C,MORTGAGE,2021-06-10,2021-03-16,2021-12-11,Fully Paid,2022-01-11,683580,Credit Card,C3,60 months,Verified,110000.00,0.1077,371.55,0.1398,25000.00,33,18973.00
626302,CA,INDIVIDUAL,1 year,First Imperial Credit Union,C,MORTGAGE,2021-12-10,2021-05-16,2021-05-13,Fully Paid,2021-06-13,802601,Credit Card,C1,60 months,Verified,125000.00,0.0768,353.31,0.1223,20000.00,30,19406.00
874908,DC,INDIVIDUAL,10+ years,DHHS- Indian Health Service,D,MORTGAGE,2021-09-11,2021-07-15,2021-07-15,Fully Paid,2021-08-15,1089395,Credit Card,D3,60 months,Verified,98000.00,0.1582,614.48,0.1649,25000.00,30,35263.00
883504,LA,INDIVIDUAL,10+ years,Calcasieu Parish School Board,D,MORTGAGE,2021-09-11,2021-05-16,2021-04-13,Fully Paid,2021-05-13,1078996,Credit Card,D3,60 months,Verified,82000.00,0.2138,447.96,0.1649,35000.00,31,22286.00
868932,IL,INDIVIDUAL,10+ years,Baxter Healthcare,D,MORTGAGE,2021-09-11,2021-05-16,2021-03-16,Fully Paid,2021-04-16,1082718,Credit Card,D3,60 months,Verified,106000.00,0.1877,685.15,0.1649,35000.00,30,40968.00
664509,MI,INDIVIDUAL,10+ years,FORD MOTOR,D,MORTGAGE,2021-02-11,2021-12-05,2021-05-12,Fully Paid,2021-06-12,849668,Credit Card,D4,60 months,Verified,104000.00,0.0535,772.24,0.1565,32000.00,27,37399.00
565625,TX,INDIVIDUAL,10+ years,"Calloways Nursery, Inc",D,MORTGAGE,2021-08-10,2021-01-14,2021-01-14,Fully Paid,2021-02-14,727675,Credit Card,D4,60 months,Verified,45900.00,0.2133,443.32,0.1595,18250.00,32,25475.00
674490,NJ,INDIVIDUAL,10+ years,Department of Homeland Security,D,MORTGAGE,2021-02-11,2021-03-16,2021-09-12,Fully Paid,2021-10-12,862095,Credit Card,D5,60 months,Verified,130000.00,0.2125,340.61,0.1602,14000.00,23,17027.00
853159,IL,INDIVIDUAL,10+ years,"Applied Systems, Inc",D,MORTGAGE,2021-08-11,2021-06-15,2021-07-15,Fully Paid,2021-08-15,1065315,Credit Card,D5,60 months,Verified,55000.00,0.2084,457.76,0.1749,18225.00,12,26765.00
667062,CA,INDIVIDUAL,10+ years,Pete Robertson Ins Inc.,D,MORTGAGE,2021-02-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,852822,Credit Card,D5,60 months,Verified,102000.00,0.1368,486.58,0.1602,20000.00,14,28408.00
562842,GA,INDIVIDUAL,10+ years,The Coca-Cola Company,D,MORTGAGE,2021-08-10,2021-02-16,2021-10-14,Fully Paid,2021-11-14,724241,Credit Card,D5,60 months,Verified,57228.00,0.2374,483.65,0.1632,19750.00,23,28729.00
755614,OH,INDIVIDUAL,10+ years,JPMorgan Chase,D,MORTGAGE,2021-05-11,2021-05-16,2021-05-16,Fully Paid,2021-06-16,955475,Credit Card,D5,60 months,Verified,49500.00,0.2352,577.69,0.1749,23000.00,24,34657.00
825433,KY,INDIVIDUAL,10+ years,Boone County Schools,D,MORTGAGE,2021-08-11,2021-11-10,2021-10-11,Fully Paid,2021-11-11,1034220,Credit Card,D5,60 months,Verified,73000.00,0.2464,502.34,0.1749,20000.00,33,20581.00
570488,MD,INDIVIDUAL,2 years,US Dept. of Homeland Security,D,MORTGAGE,2021-08-10,2021-09-15,2021-09-15,Fully Paid,2021-10-15,733852,Credit Card,D4,60 months,Verified,112224.00,0.1045,145.75,0.1595,6000.00,26,8745.00
588664,TX,INDIVIDUAL,4 years,Dell,D,MORTGAGE,2021-09-10,2021-06-14,2021-06-14,Fully Paid,2021-07-14,756267,Credit Card,D4,60 months,Verified,85000.00,0.1859,255.07,0.1595,10500.00,19,14877.00
634062,PA,INDIVIDUAL,5 years,U. S. Steel Corp,D,MORTGAGE,2021-12-10,2021-05-16,2021-08-14,Fully Paid,2021-09-14,812303,Credit Card,D5,60 months,Verified,75000.00,0.1586,481.81,0.1557,20000.00,34,28025.00
809249,MA,INDIVIDUAL,6 years,Travelers,D,MORTGAGE,2021-07-11,2021-03-16,2021-08-15,Fully Paid,2021-09-15,1016048,Credit Card,D4,60 months,Verified,80000.00,0.1635,523.15,0.1689,33425.00,36,30990.00
1045042,CT,INDIVIDUAL,6 years,People's United Bank,D,MORTGAGE,2021-12-11,2021-04-16,2021-10-14,Fully Paid,2021-11-14,1275439,Credit Card,D4,60 months,Verified,75000.00,0.1296,629.14,0.1758,25000.00,31,34517.00
763616,MA,INDIVIDUAL,6 years,Anaesthesia Associates of Massachusetts,D,MORTGAGE,2021-06-11,2021-03-13,2021-03-13,Fully Paid,2021-04-13,964253,Credit Card,D4,60 months,Verified,200000.00,0.0718,762.95,0.1807,30000.00,46,38404.00
818331,IL,INDIVIDUAL,10+ years,Oak Lawn Park District,D,MORTGAGE,2021-07-11,2021-05-15,2021-05-15,Fully Paid,2021-06-15,998334,Credit Card,D3,60 months,Verified,65000.00,0.1770,245.80,0.1649,10000.00,32,14405.00
737995,CA,INDIVIDUAL,7 years,Sanofi Pasteur,D,MORTGAGE,2021-05-11,2021-12-10,2021-10-12,Fully Paid,2021-11-12,935278,Credit Card,D5,60 months,Verified,100000.00,0.1640,527.46,0.1749,21000.00,50,25731.00
984535,SC,INDIVIDUAL,10+ years,UPS,D,MORTGAGE,2021-10-11,2021-05-16,2021-12-13,Fully Paid,2022-01-13,1208147,Credit Card,D2,60 months,Verified,55620.00,0.0844,618.23,0.1677,25000.00,18,32479.00
548565,TX,INDIVIDUAL,10+ years,Raytheon,D,MORTGAGE,2021-07-10,2021-07-14,2021-08-14,Fully Paid,2021-09-14,707213,Credit Card,D3,60 months,Verified,80000.00,0.2341,361.44,0.1558,15000.00,18,21203.00
518692,NY,INDIVIDUAL,10+ years,ups,D,MORTGAGE,2021-05-10,2021-04-16,2021-07-14,Fully Paid,2021-08-14,670505,Credit Card,D4,60 months,Verified,78000.00,0.1392,439.09,0.1570,24000.00,22,25987.00
535364,OH,INDIVIDUAL,10+ years,american electric power,D,MORTGAGE,2021-06-10,2021-09-15,2021-11-14,Fully Paid,2021-12-14,691783,Credit Card,D5,60 months,Verified,85000.00,0.2214,489.77,0.1632,20000.00,62,29157.00
1034286,UT,INDIVIDUAL,2 years,Zions Bank,D,MORTGAGE,2021-12-11,2021-04-16,2021-04-13,Fully Paid,2021-05-13,1263881,Credit Card,D4,60 months,Verified,120000.00,0.1105,503.32,0.1758,20000.00,21,24293.00
654063,GA,INDIVIDUAL,6 years,Covidien,D,MORTGAGE,2021-01-11,2021-08-14,2021-06-14,Fully Paid,2021-07-14,836478,Credit Card,D4,60 months,Verified,105000.00,0.1675,603.32,0.1565,25000.00,22,34693.00
739822,WI,INDIVIDUAL,6 years,Chase,D,MORTGAGE,2021-05-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,937436,Credit Card,D5,60 months,Verified,45000.00,0.1651,494.81,0.1749,19700.00,17,27308.00
765768,OH,INDIVIDUAL,8 years,Siemans,D,MORTGAGE,2021-05-11,2021-03-16,2021-03-16,Fully Paid,2021-04-16,966703,Credit Card,D2,60 months,Verified,50000.00,0.2482,389.01,0.1599,16000.00,24,23318.00
714585,NV,INDIVIDUAL,8 years,credit one,D,MORTGAGE,2021-04-11,2021-04-16,2021-04-16,Fully Paid,2021-05-16,908019,Credit Card,D4,60 months,Verified,148000.00,0.2008,410.26,0.1565,17000.00,34,24615.00
830129,AZ,INDIVIDUAL,9 years,Compass Group USA,D,MORTGAGE,2021-08-11,2021-09-15,2021-09-15,Fully Paid,2021-10-15,1039276,Credit Card,D2,60 months,Verified,99000.00,0.1480,350.11,0.1599,14400.00,34,20571.00
575810,VT,INDIVIDUAL,< 1 year,Morgan Stanley Smith Barney,D,MORTGAGE,2021-09-10,2021-12-15,2021-05-13,Fully Paid,2021-06-13,740578,Credit Card,D5,60 months,Verified,40000.00,0.1296,212.44,0.1632,8675.00,28,11649.00
653656,CT,INDIVIDUAL,10+ years,Crystal Rock LLC,D,MORTGAGE,2021-01-11,2021-05-14,2021-12-11,Fully Paid,2022-01-11,835926,Credit Card,D2,60 months,Verified,165000.00,0.1218,474.86,0.1491,20000.00,33,22354.00
611701,PA,INDIVIDUAL,10+ years,Internal Revenue Service,D,MORTGAGE,2021-12-10,2021-05-16,2021-01-15,Fully Paid,2021-02-15,784410,Credit Card,D2,60 months,Verified,115000.00,0.1677,587.69,0.1446,25000.00,45,34762.00
974704,OH,INDIVIDUAL,10+ years,Nationwide Insurance,D,MORTGAGE,2021-10-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1196992,Credit Card,D3,60 months,Verified,92800.00,0.1634,499.96,0.1727,20000.00,34,28229.00
589559,AZ,INDIVIDUAL,10+ years,Pita Jungle,D,MORTGAGE,2021-10-10,2021-07-15,2021-10-12,Fully Paid,2021-11-12,757357,Credit Card,D3,60 months,Verified,65000.00,0.1986,512.03,0.1558,21250.00,19,26939.00
673667,NJ,INDIVIDUAL,10+ years,Federal Aviation Administration,D,MORTGAGE,2021-02-11,2021-12-08,2021-08-12,Fully Paid,2021-09-12,861058,Credit Card,D5,60 months,Verified,135000.00,0.0992,851.51,0.1602,35000.00,27,41509.00
1002436,WV,INDIVIDUAL,10+ years,MARFORK COAL COMPANY,D,MORTGAGE,2021-11-11,2021-05-16,2021-11-12,Fully Paid,2021-12-12,1228496,Credit Card,D5,60 months,Verified,78000.00,0.1460,459.54,0.1825,18000.00,29,21089.00
646550,NY,INDIVIDUAL,10+ years,aramark,D,MORTGAGE,2021-01-11,2021-05-16,2021-11-14,Fully Paid,2021-12-14,827235,Credit Card,D4,60 months,Verified,125000.00,0.1500,597.38,0.1520,25000.00,32,35160.00
739375,NY,INDIVIDUAL,4 years,Fayetteville-Manlius Central Schools,D,MORTGAGE,2021-05-11,2021-05-16,2021-07-15,Fully Paid,2021-08-15,936952,Credit Card,D5,60 months,Verified,119500.00,0.2051,729.87,0.1602,30000.00,33,43304.00
1007212,OH,INDIVIDUAL,6 years,Ohio Farmers Insurance Company,D,MORTGAGE,2021-11-11,2021-01-16,2021-05-14,Fully Paid,2021-06-14,1233599,Credit Card,D3,60 months,Verified,122000.00,0.2184,874.93,0.1727,35000.00,35,47442.00
535562,MO,INDIVIDUAL,6 years,CCA Global Partners,D,MORTGAGE,2021-07-10,2021-07-15,2021-07-15,Fully Paid,2021-08-15,692009,Credit Card,D5,60 months,Verified,105000.00,0.0481,528.95,0.1632,24000.00,35,31737.00
596124,MD,INDIVIDUAL,10+ years,Johns Hopkins University,E,MORTGAGE,2021-10-10,2021-06-14,2021-07-12,Fully Paid,2021-08-12,765286,Credit Card,E1,60 months,Verified,53000.00,0.1005,250.49,0.1645,10200.00,18,11608.00
